證券代碼,簡稱,年月日,報酬率％
2882   ,國泰金       ,20230915,    -0.5330
1102   ,亞泥         ,20230918,    -0.2472
2498   ,宏達電       ,20230918,     0.1984
2882   ,國泰金       ,20230918,    -0.5359
1102   ,亞泥         ,20230919,    -0.1239
2498   ,宏達電       ,20230919,    -2.0792
2882   ,國泰金       ,20230919,    -0.1078
1102   ,亞泥         ,20230920,    -0.6203
2498   ,宏達電       ,20230920,    -0.5056
2882   ,國泰金       ,20230920,    -1.4024
1102   ,亞泥         ,20230921,    -0.9988
2498   ,宏達電       ,20230921,    -1.5244
2882   ,國泰金       ,20230921,    -1.7505
1102   ,亞泥         ,20230922,     0.0000
2498   ,宏達電       ,20230922,     2.4768
2882   ,國泰金       ,20230922,    -0.4454
1102   ,亞泥         ,20230925,     0.1261
2498   ,宏達電       ,20230925,    -0.4028
2882   ,國泰金       ,20230925,     0.3356
1102   ,亞泥         ,20230926,     0.1259
2498   ,宏達電       ,20230926,    -1.6178
2882   ,國泰金       ,20230926,    -0.8919
1102   ,亞泥         ,20230927,     0.1258
2498   ,宏達電       ,20230927,    -0.1028
2882   ,國泰金       ,20230927,     0.3375
1102   ,亞泥         ,20230928,    -0.1256
2498   ,宏達電       ,20230928,    -1.0288
2882   ,國泰金       ,20230928,    -0.1121
1102   ,亞泥         ,20231002,    -0.6289
2498   ,宏達電       ,20231002,     2.0790
2882   ,國泰金       ,20231002,    -0.1122
1102   ,亞泥         ,20231003,    -0.2532
2498   ,宏達電       ,20231003,    -0.7128
2882   ,國泰金       ,20231003,    -1.1236
1102   ,亞泥         ,20231004,    -0.7614
2498   ,宏達電       ,20231004,    -2.6667
2882   ,國泰金       ,20231004,    -1.0227
1102   ,亞泥         ,20231005,     0.6394
2498   ,宏達電       ,20231005,     6.0063
2882   ,國泰金       ,20231005,     1.1481
1102   ,亞泥         ,20231006,     1.3977
2498   ,宏達電       ,20231006,    -1.2922
2882   ,國泰金       ,20231006,     1.1351
1102   ,亞泥         ,20231011,     1.1278
2498   ,宏達電       ,20231011,    -0.8056
2882   ,國泰金       ,20231011,     3.1425
1102   ,亞泥         ,20231012,     0.4957
2498   ,宏達電       ,20231012,     2.1320
2882   ,國泰金       ,20231012,     0.4353
1102   ,亞泥         ,20231013,     0.1233
2498   ,宏達電       ,20231013,    -0.3976
2882   ,國泰金       ,20231013,    -1.8418
1102   ,亞泥         ,20231016,     0.2463
2498   ,宏達電       ,20231016,    -2.0958
2882   ,國泰金       ,20231016,     0.4415
1102   ,亞泥         ,20231017,    -0.2457
2498   ,宏達電       ,20231017,    -1.9368
2882   ,國泰金       ,20231017,    -0.5495
1102   ,亞泥         ,20231018,    -3.8177
2498   ,宏達電       ,20231018,    -3.1185
2882   ,國泰金       ,20231018,     0.7735
1102   ,亞泥         ,20231019,     0.2561
2498   ,宏達電       ,20231019,    -1.6094
2882   ,國泰金       ,20231019,    -1.0965
1102   ,亞泥         ,20231020,    -0.5109
2498   ,宏達電       ,20231020,    -0.3272
2882   ,國泰金       ,20231020,    -0.8869
1102   ,亞泥         ,20231023,    -0.2567
2498   ,宏達電       ,20231023,    -0.8753
2882   ,國泰金       ,20231023,    -1.3423
1102   ,亞泥         ,20231024,     0.3861
2498   ,宏達電       ,20231024,     0.8830
2882   ,國泰金       ,20231024,     0.1134
1102   ,亞泥         ,20231025,    -0.1282
2498   ,宏達電       ,20231025,     1.9694
2882   ,國泰金       ,20231025,     0.0000
1102   ,亞泥         ,20231026,     0.3851
2498   ,宏達電       ,20231026,    -3.1116
2882   ,國泰金       ,20231026,    -0.6795
1102   ,亞泥         ,20231027,     0.7673
2498   ,宏達電       ,20231027,     1.8826
2882   ,國泰金       ,20231027,     0.7982
1102   ,亞泥         ,20231030,     1.7766
2498   ,宏達電       ,20231030,    -0.5435
2882   ,國泰金       ,20231030,    -0.5656
1102   ,亞泥         ,20231031,    -0.2494
2498   ,宏達電       ,20231031,    -3.6066
2882   ,國泰金       ,20231031,    -0.1138
1102   ,亞泥         ,20231101,     0.0000
2498   ,宏達電       ,20231101,     1.4739
2882   ,國泰金       ,20231101,     0.9112
1102   ,亞泥         ,20231102,     0.0000
2498   ,宏達電       ,20231102,     2.4581
2882   ,國泰金       ,20231102,     1.2415
1102   ,亞泥         ,20231103,     0.6250
2498   ,宏達電       ,20231103,     3.3806
2882   ,國泰金       ,20231103,     1.1148
1102   ,亞泥         ,20231106,     0.3727
2498   ,宏達電       ,20231106,     1.4768
2882   ,國泰金       ,20231106,     0.0000
1102   ,亞泥         ,20231107,     0.0000
2498   ,宏達電       ,20231107,    -4.2620
2882   ,國泰金       ,20231107,    -0.3308
1102   ,亞泥         ,20231108,    -0.1238
2498   ,宏達電       ,20231108,     2.9316
2882   ,國泰金       ,20231108,    -0.3319
1102   ,亞泥         ,20231109,     0.1239
2498   ,宏達電       ,20231109,    -2.3207
2882   ,國泰金       ,20231109,     0.2220
1102   ,亞泥         ,20231110,    -0.1238
2498   ,宏達電       ,20231110,    -0.8639
2882   ,國泰金       ,20231110,    -0.4430
1102   ,亞泥         ,20231113,     0.4957
2498   ,宏達電       ,20231113,     1.8519
2882   ,國泰金       ,20231113,     0.6674
1102   ,亞泥         ,20231114,    -1.1097
2498   ,宏達電       ,20231114,     0.9626
2882   ,國泰金       ,20231114,     0.4420
1102   ,亞泥         ,20231115,     2.3691
2498   ,宏達電       ,20231115,     1.6949
2882   ,國泰金       ,20231115,     0.6601
1102   ,亞泥         ,20231116,     1.0962
2498   ,宏達電       ,20231116,     0.3125
2882   ,國泰金       ,20231116,    -0.2186
1102   ,亞泥         ,20231117,    -0.1205
2498   ,宏達電       ,20231117,     2.6999
2882   ,國泰金       ,20231117,     0.3286
1102   ,亞泥         ,20231120,    -0.2413
2498   ,宏達電       ,20231120,    -0.6067
2882   ,國泰金       ,20231120,    -0.2183
1102   ,亞泥         ,20231121,     0.8464
2498   ,宏達電       ,20231121,     0.3052
2882   ,國泰金       ,20231121,     0.9847
1102   ,亞泥         ,20231122,    -0.2398
2498   ,宏達電       ,20231122,     1.4199
2882   ,國泰金       ,20231122,     0.3250
1102   ,亞泥         ,20231123,     0.2404
2498   ,宏達電       ,20231123,     0.2000
2882   ,國泰金       ,20231123,     0.0000
1102   ,亞泥         ,20231124,    -0.2398
2498   ,宏達電       ,20231124,    -2.0958
2882   ,國泰金       ,20231124,     0.0000
1102   ,亞泥         ,20231127,     0.4808
2498   ,宏達電       ,20231127,    -1.2232
2882   ,國泰金       ,20231127,    -1.1879
1102   ,亞泥         ,20231128,     0.7177
2498   ,宏達電       ,20231128,     3.1992
2882   ,國泰金       ,20231128,     0.5464
1102   ,亞泥         ,20231129,    -0.2375
2498   ,宏達電       ,20231129,    -0.7000
2882   ,國泰金       ,20231129,    -0.5435
1102   ,亞泥         ,20231130,    -0.7143
2498   ,宏達電       ,20231130,     1.1078
2882   ,國泰金       ,20231130,     1.6393
1102   ,亞泥         ,20231201,    -0.3597
2498   ,宏達電       ,20231201,    -1.4940
2882   ,國泰金       ,20231201,    -0.9677
1102   ,亞泥         ,20231204,     0.4813
2498   ,宏達電       ,20231204,     0.6067
2882   ,國泰金       ,20231204,     0.4343
1102   ,亞泥         ,20231205,    -0.3593
2498   ,宏達電       ,20231205,    -1.1055
2882   ,國泰金       ,20231205,    -1.5135
1102   ,亞泥         ,20231206,     0.2404
2498   ,宏達電       ,20231206,    -0.6098
2882   ,國泰金       ,20231206,    -0.2195
1102   ,亞泥         ,20231207,    -0.2398
2498   ,宏達電       ,20231207,    -1.0225
2882   ,國泰金       ,20231207,    -0.9901
1102   ,亞泥         ,20231208,     0.4808
2498   ,宏達電       ,20231208,     0.9298
2882   ,國泰金       ,20231208,    -0.3333
1102   ,亞泥         ,20231211,     0.1196
2498   ,宏達電       ,20231211,    -0.3071
2882   ,國泰金       ,20231211,     0.0000
1102   ,亞泥         ,20231212,     0.7168
2498   ,宏達電       ,20231212,    -0.8214
2882   ,國泰金       ,20231212,    -0.2230
1102   ,亞泥         ,20231213,     0.2372
2498   ,宏達電       ,20231213,     0.0000
2882   ,國泰金       ,20231213,    -0.1117
1102   ,亞泥         ,20231214,     0.1183
2498   ,宏達電       ,20231214,     7.6605
2882   ,國泰金       ,20231214,     2.6846
1102   ,亞泥         ,20231215,    -0.1182
2498   ,宏達電       ,20231215,    -2.3077
2882   ,國泰金       ,20231215,    -0.1089
1102   ,亞泥         ,20231218,    -0.5917
2498   ,宏達電       ,20231218,    -3.0512
2882   ,國泰金       ,20231218,    -0.7634
1102   ,亞泥         ,20231219,    -2.8571
2498   ,宏達電       ,20231219,    -1.2183
2882   ,國泰金       ,20231219,    -1.3187
1102   ,亞泥         ,20231220,    -0.1225
2498   ,宏達電       ,20231220,     1.8499
2882   ,國泰金       ,20231220,    -0.1114
1102   ,亞泥         ,20231221,    -1.1043
2498   ,宏達電       ,20231221,    -0.8073
2882   ,國泰金       ,20231221,    -0.3344
1102   ,亞泥         ,20231222,    -0.1241
2498   ,宏達電       ,20231222,     4.1709
2882   ,國泰金       ,20231222,    -0.1119
1102   ,亞泥         ,20231225,     1.2422
2498   ,宏達電       ,20231225,     1.5625
2882   ,國泰金       ,20231225,     0.4479
1102   ,亞泥         ,20231226,     0.8589
2498   ,宏達電       ,20231226,    -0.9615
2882   ,國泰金       ,20231226,     0.7804
1102   ,亞泥         ,20231227,     0.0000
2498   ,宏達電       ,20231227,     1.1650
2882   ,國泰金       ,20231227,     0.5531
1102   ,亞泥         ,20231228,     0.3650
2498   ,宏達電       ,20231228,    -0.9597
2882   ,國泰金       ,20231228,     0.7701
1102   ,亞泥         ,20231229,     0.4848
2498   ,宏達電       ,20231229,    -0.5814
2882   ,國泰金       ,20231229,    -0.1092
1102   ,亞泥         ,20240102,    -0.7238
2498   ,宏達電       ,20240102,    -1.1696
2882   ,國泰金       ,20240102,    -0.5464
1102   ,亞泥         ,20240103,    -1.2151
2498   ,宏達電       ,20240103,    -2.5641
2882   ,國泰金       ,20240103,    -1.2088
1102   ,亞泥         ,20240104,     1.2300
2498   ,宏達電       ,20240104,    -1.5182
2882   ,國泰金       ,20240104,    -0.5562
1102   ,亞泥         ,20240105,    -0.1215
2498   ,宏達電       ,20240105,     0.5139
2882   ,國泰金       ,20240105,     0.3356
1102   ,亞泥         ,20240108,     0.4866
2498   ,宏達電       ,20240108,     8.1800
2882   ,國泰金       ,20240108,     0.5574
1102   ,亞泥         ,20240109,    -0.7264
2498   ,宏達電       ,20240109,     3.4026
2882   ,國泰金       ,20240109,    -0.7761
1102   ,亞泥         ,20240110,    -0.7317
2498   ,宏達電       ,20240110,    -4.5704
2882   ,國泰金       ,20240110,    -0.1117
1102   ,亞泥         ,20240111,     0.2457
2498   ,宏達電       ,20240111,    -0.1916
2882   ,國泰金       ,20240111,    -0.2237
1102   ,亞泥         ,20240112,    -0.3676
2498   ,宏達電       ,20240112,    -0.9597
2882   ,國泰金       ,20240112,    -0.2242
1102   ,亞泥         ,20240115,     0.0000
2498   ,宏達電       ,20240115,    -0.5814
2882   ,國泰金       ,20240115,    -0.1124
1102   ,亞泥         ,20240116,    -1.7220
2498   ,宏達電       ,20240116,    -1.9493
2882   ,國泰金       ,20240116,    -1.0124
1102   ,亞泥         ,20240117,    -1.5019
2498   ,宏達電       ,20240117,    -2.2863
2882   ,國泰金       ,20240117,    -1.5909
1102   ,亞泥         ,20240118,    -0.1271
2498   ,宏達電       ,20240118,     2.5432
2882   ,國泰金       ,20240118,     0.0000
1102   ,亞泥         ,20240119,     0.2545
2498   ,宏達電       ,20240119,    -0.1984
2882   ,國泰金       ,20240119,     1.1547
1102   ,亞泥         ,20240122,     0.3807
2498   ,宏達電       ,20240122,     2.3857
2882   ,國泰金       ,20240122,     0.1142
1102   ,亞泥         ,20240123,     0.5057
2498   ,宏達電       ,20240123,     0.3883
2882   ,國泰金       ,20240123,     0.7982
1102   ,亞泥         ,20240124,     0.3774
2498   ,宏達電       ,20240124,    -0.5803
2882   ,國泰金       ,20240124,     0.0000
1102   ,亞泥         ,20240125,     0.2506
2498   ,宏達電       ,20240125,    -1.7510
2882   ,國泰金       ,20240125,     0.3394
1102   ,亞泥         ,20240126,     0.2500
2498   ,宏達電       ,20240126,    -0.9901
2882   ,國泰金       ,20240126,     0.3382
1102   ,亞泥         ,20240129,    -0.3741
2498   ,宏達電       ,20240129,     1.0000
2882   ,國泰金       ,20240129,    -0.2247
1102   ,亞泥         ,20240130,    -0.3755
2498   ,宏達電       ,20240130,    -1.9802
2882   ,國泰金       ,20240130,    -1.1261
1102   ,亞泥         ,20240131,    -0.1256
2498   ,宏達電       ,20240131,    -0.8081
2882   ,國泰金       ,20240131,     0.5695
1102   ,亞泥         ,20240201,     0.7547
2498   ,宏達電       ,20240201,     3.2587
2882   ,國泰金       ,20240201,     0.6795
1102   ,亞泥         ,20240202,     0.0000
2498   ,宏達電       ,20240202,    -1.3807
2882   ,國泰金       ,20240202,    -0.7874
1102   ,亞泥         ,20240205,    -1.4981
2498   ,宏達電       ,20240205,    -1.9000
2882   ,國泰金       ,20240205,    -0.4535
1102   ,亞泥         ,20240215,    -0.6337
2498   ,宏達電       ,20240215,     0.6116
2882   ,國泰金       ,20240215,     0.3417
1102   ,亞泥         ,20240216,     1.0204
2498   ,宏達電       ,20240216,     1.3171
2882   ,國泰金       ,20240216,     1.1351
1102   ,亞泥         ,20240219,     1.3889
2498   ,宏達電       ,20240219,     0.0000
2882   ,國泰金       ,20240219,     1.0101
1102   ,亞泥         ,20240220,     0.1245
2498   ,宏達電       ,20240220,    -1.6000
2882   ,國泰金       ,20240220,     0.2222
1102   ,亞泥         ,20240221,     0.2488
2498   ,宏達電       ,20240221,     0.7114
2882   ,國泰金       ,20240221,    -0.7761
1102   ,亞泥         ,20240222,     0.2481
2498   ,宏達電       ,20240222,    -1.1100
2882   ,國泰金       ,20240222,     0.3352
1102   ,亞泥         ,20240223,    -0.4950
2498   ,宏達電       ,20240223,    -1.0204
2882   ,國泰金       ,20240223,    -1.0022
1102   ,亞泥         ,20240226,     0.1244
2498   ,宏達電       ,20240226,     1.0309
2882   ,國泰金       ,20240226,    -0.3375
1102   ,亞泥         ,20240227,    -0.3727
2498   ,宏達電       ,20240227,    -0.8163
2882   ,國泰金       ,20240227,     0.0000
1102   ,亞泥         ,20240229,     0.8728
2498   ,宏達電       ,20240229,     0.3086
2882   ,國泰金       ,20240229,     1.6930
1102   ,亞泥         ,20240301,    -0.7417
2498   ,宏達電       ,20240301,     0.4103
2882   ,國泰金       ,20240301,    -0.8879
1102   ,亞泥         ,20240304,    -0.2491
2498   ,宏達電       ,20240304,     0.5107
2882   ,國泰金       ,20240304,     0.0000
1102   ,亞泥         ,20240305,     0.0000
2498   ,宏達電       ,20240305,    -0.6098
2882   ,國泰金       ,20240305,     0.0000
1102   ,亞泥         ,20240306,    -0.1248
2498   ,宏達電       ,20240306,    -3.6810
2882   ,國泰金       ,20240306,    -0.2240
1102   ,亞泥         ,20240307,     0.8750
2498   ,宏達電       ,20240307,    -0.2123
2882   ,國泰金       ,20240307,     0.6734
1102   ,亞泥         ,20240308,     0.1239
2498   ,宏達電       ,20240308,    -2.3404
2882   ,國泰金       ,20240308,     1.0033
1102   ,亞泥         ,20240311,     0.0000
2498   ,宏達電       ,20240311,     0.6536
2882   ,國泰金       ,20240311,     1.6556
1102   ,亞泥         ,20240312,     0.4950
2498   ,宏達電       ,20240312,     2.2727
2882   ,國泰金       ,20240312,     0.9772
1102   ,亞泥         ,20240313,    -0.6158
2498   ,宏達電       ,20240313,    -2.8571
2882   ,國泰金       ,20240313,     0.6452
1102   ,亞泥         ,20240314,     1.9827
2498   ,宏達電       ,20240314,    -0.8715
2882   ,國泰金       ,20240314,     3.2051
1102   ,亞泥         ,20240315,    -0.1215
2498   ,宏達電       ,20240315,    -0.7692
2882   ,國泰金       ,20240315,    -1.3458
1102   ,亞泥         ,20240318,     0.0000
2498   ,宏達電       ,20240318,     1.4396
2882   ,國泰金       ,20240318,    -0.2099
1102   ,亞泥         ,20240319,    -1.3382
2498   ,宏達電       ,20240319,    -0.3275
2882   ,國泰金       ,20240319,     0.4206
1102   ,亞泥         ,20240320,     0.3699
2498   ,宏達電       ,20240320,     0.7667
2882   ,國泰金       ,20240320,    -0.5236
1102   ,亞泥         ,20240321,     1.5971
2498   ,宏達電       ,20240321,     2.2826
2882   ,國泰金       ,20240321,     2.2105
1102   ,亞泥         ,20240322,    -0.2418
2498   ,宏達電       ,20240322,     0.8502
2882   ,國泰金       ,20240322,     0.0000
1102   ,亞泥         ,20240325,     0.1212
2498   ,宏達電       ,20240325,     1.1591
2882   ,國泰金       ,20240325,    -0.9269
1102   ,亞泥         ,20240326,     0.7264
2498   ,宏達電       ,20240326,    -0.3125
2882   ,國泰金       ,20240326,     0.5198
1102   ,亞泥         ,20240327,    -0.9615
2498   ,宏達電       ,20240327,    -0.4180
2882   ,國泰金       ,20240327,    -0.3102
1102   ,亞泥         ,20240328,    -0.6068
2498   ,宏達電       ,20240328,     0.0000
2882   ,國泰金       ,20240328,     0.1037
1102   ,亞泥         ,20240329,     0.8547
2498   ,宏達電       ,20240329,    -0.9444
2882   ,國泰金       ,20240329,     0.8290
1102   ,亞泥         ,20240401,     0.1211
2498   ,宏達電       ,20240401,     2.2246
2882   ,國泰金       ,20240401,     0.6166
1102   ,亞泥         ,20240402,    -0.6046
2498   ,宏達電       ,20240402,    -1.5544
2882   ,國泰金       ,20240402,     0.0000
1102   ,亞泥         ,20240403,     0.1217
2498   ,宏達電       ,20240403,    -0.6316
2882   ,國泰金       ,20240403,    -1.8386
1102   ,亞泥         ,20240408,     1.4581
2498   ,宏達電       ,20240408,     0.5297
2882   ,國泰金       ,20240408,     0.6243
1102   ,亞泥         ,20240409,     0.5988
2498   ,宏達電       ,20240409,    -1.6860
2882   ,國泰金       ,20240409,     2.2751
1102   ,亞泥         ,20240410,     1.1905
2498   ,宏達電       ,20240410,    -0.5359
2882   ,國泰金       ,20240410,    -1.4156
1102   ,亞泥         ,20240411,    -1.0588
2498   ,宏達電       ,20240411,    -1.8319
2882   ,國泰金       ,20240411,     1.9487
1102   ,亞泥         ,20240412,    -0.5945
2498   ,宏達電       ,20240412,     1.0977
2882   ,國泰金       ,20240412,    -1.3078
1102   ,亞泥         ,20240415,     0.5981
2498   ,宏達電       ,20240415,    -1.9544
2882   ,國泰金       ,20240415,    -0.2039
1102   ,亞泥         ,20240416,    -1.5458
2498   ,宏達電       ,20240416,    -4.9834
2882   ,國泰金       ,20240416,    -2.2472
1102   ,亞泥         ,20240417,     0.1208
2498   ,宏達電       ,20240417,    -0.2331
2882   ,國泰金       ,20240417,     0.1045
1102   ,亞泥         ,20240418,     1.6888
2498   ,宏達電       ,20240418,     1.0514
2882   ,國泰金       ,20240418,     1.1482
1102   ,亞泥         ,20240419,    -0.3559
2498   ,宏達電       ,20240419,    -4.1618
2882   ,國泰金       ,20240419,    -2.0640
1102   ,亞泥         ,20240422,     1.6667
2498   ,宏達電       ,20240422,     0.0000
2882   ,國泰金       ,20240422,     2.0021
1102   ,亞泥         ,20240423,     0.4684
2498   ,宏達電       ,20240423,     1.6888
2882   ,國泰金       ,20240423,     0.7231
1102   ,亞泥         ,20240424,    -1.0490
2498   ,宏達電       ,20240424,     0.5931
2882   ,國泰金       ,20240424,     1.0256
1102   ,亞泥         ,20240425,     0.1178
2498   ,宏達電       ,20240425,    -1.6509
2882   ,國泰金       ,20240425,    -1.4213
1102   ,亞泥         ,20240426,     0.5882
2498   ,宏達電       ,20240426,     0.8393
2882   ,國泰金       ,20240426,     0.7209
1102   ,亞泥         ,20240429,     1.9883
2498   ,宏達電       ,20240429,     3.2105
2882   ,國泰金       ,20240429,     3.8855
1102   ,亞泥         ,20240430,     0.2294
2498   ,宏達電       ,20240430,    -1.7281
2882   ,國泰金       ,20240430,    -0.5906
1102   ,亞泥         ,20240502,     0.2288
2498   ,宏達電       ,20240502,     0.0000
2882   ,國泰金       ,20240502,    -0.3960
1102   ,亞泥         ,20240503,     0.3425
2498   ,宏達電       ,20240503,     0.4689
2882   ,國泰金       ,20240503,    -0.1988
1102   ,亞泥         ,20240506,     1.2514
2498   ,宏達電       ,20240506,    -0.1167
2882   ,國泰金       ,20240506,     1.3944
1102   ,亞泥         ,20240507,    -0.6742
2498   ,宏達電       ,20240507,    -1.8692
2882   ,國泰金       ,20240507,     0.0000
1102   ,亞泥         ,20240508,    -0.6787
2498   ,宏達電       ,20240508,     1.0714
2882   ,國泰金       ,20240508,     0.0000
1102   ,亞泥         ,20240509,    -1.0251
2498   ,宏達電       ,20240509,    -2.0024
2882   ,國泰金       ,20240509,     1.5717
1102   ,亞泥         ,20240510,     5.8688
2498   ,宏達電       ,20240510,     0.0000
2882   ,國泰金       ,20240510,     7.3501
1102   ,亞泥         ,20240513,    -0.4348
2498   ,宏達電       ,20240513,     0.9615
2882   ,國泰金       ,20240513,    -0.7207
1102   ,亞泥         ,20240514,    -0.4367
2498   ,宏達電       ,20240514,     0.5952
2882   ,國泰金       ,20240514,    -1.4519
1102   ,亞泥         ,20240515,     0.0000
2498   ,宏達電       ,20240515,     0.8284
2882   ,國泰金       ,20240515,     4.2357
1102   ,亞泥         ,20240516,     0.3289
2498   ,宏達電       ,20240516,     1.5258
2882   ,國泰金       ,20240516,    -0.3534
1102   ,亞泥         ,20240517,    -2.5137
2498   ,宏達電       ,20240517,    -0.1156
2882   ,國泰金       ,20240517,     0.0000
1102   ,亞泥         ,20240520,     1.9058
2498   ,宏達電       ,20240520,     0.4630
2882   ,國泰金       ,20240520,    -0.7092
1102   ,亞泥         ,20240521,    -1.8702
2498   ,宏達電       ,20240521,    -1.6129
2882   ,國泰金       ,20240521,    -1.0714
1102   ,亞泥         ,20240522,    -1.5695
2498   ,宏達電       ,20240522,     1.8735
2882   ,國泰金       ,20240522,     1.0830
1102   ,亞泥         ,20240523,     0.1139
2498   ,宏達電       ,20240523,    -2.2989
2882   ,國泰金       ,20240523,    -2.1429
1102   ,亞泥         ,20240524,     0.1138
2498   ,宏達電       ,20240524,    -1.0588
2882   ,國泰金       ,20240524,     0.1825
1102   ,亞泥         ,20240527,    -0.9091
2498   ,宏達電       ,20240527,     2.9727
2882   ,國泰金       ,20240527,     1.2750
1102   ,亞泥         ,20240528,     0.2294
2498   ,宏達電       ,20240528,     0.2309
2882   ,國泰金       ,20240528,     2.1583
1102   ,亞泥         ,20240529,    -2.0595
2498   ,宏達電       ,20240529,    -0.2304
2882   ,國泰金       ,20240529,    -2.1127
1102   ,亞泥         ,20240530,    -1.8692
2498   ,宏達電       ,20240530,    -0.3464
2882   ,國泰金       ,20240530,     0.0000
1102   ,亞泥         ,20240531,    -1.0714
2498   ,宏達電       ,20240531,     1.0429
2882   ,國泰金       ,20240531,     1.0791
1102   ,亞泥         ,20240603,     0.1203
2498   ,宏達電       ,20240603,     0.9174
2882   ,國泰金       ,20240603,     0.8897
1102   ,亞泥         ,20240604,    -0.9615
2498   ,宏達電       ,20240604,    -0.6818
2882   ,國泰金       ,20240604,    -0.5291
1102   ,亞泥         ,20240605,     0.0000
2498   ,宏達電       ,20240605,    -1.2586
2882   ,國泰金       ,20240605,     0.1773
1102   ,亞泥         ,20240606,    -1.4563
2498   ,宏達電       ,20240606,    -0.6952
2882   ,國泰金       ,20240606,     1.7699
1102   ,亞泥         ,20240607,     1.9704
2498   ,宏達電       ,20240607,     7.7013
2882   ,國泰金       ,20240607,     1.2174
1102   ,亞泥         ,20240611,     0.0000
2498   ,宏達電       ,20240611,    -1.6251
2882   ,國泰金       ,20240611,     0.8591
1102   ,亞泥         ,20240612,     0.1208
2498   ,宏達電       ,20240612,     0.5507
2882   ,國泰金       ,20240612,    -1.3629
1102   ,亞泥         ,20240613,     0.4825
2498   ,宏達電       ,20240613,    -0.9858
2882   ,國泰金       ,20240613,     0.3454
1102   ,亞泥         ,20240614,     0.3601
2498   ,宏達電       ,20240614,     0.0000
2882   ,國泰金       ,20240614,     0.1721
1102   ,亞泥         ,20240617,     0.3589
2498   ,宏達電       ,20240617,     1.8805
2882   ,國泰金       ,20240617,    -1.2027
1102   ,亞泥         ,20240618,     0.4768
2498   ,宏達電       ,20240618,    -0.7600
2882   ,國泰金       ,20240618,     2.4348
1102   ,亞泥         ,20240619,     2.3725
2498   ,宏達電       ,20240619,    -0.6565
2882   ,國泰金       ,20240619,     0.1698
1102   ,亞泥         ,20240620,     2.6651
2498   ,宏達電       ,20240620,     5.8370
2882   ,國泰金       ,20240620,     1.8644
1102   ,亞泥         ,20240621,     0.5643
2498   ,宏達電       ,20240621,     2.4974
2882   ,國泰金       ,20240621,     0.0000
1102   ,亞泥         ,20240624,     0.6734
2498   ,宏達電       ,20240624,    -3.5533
2882   ,國泰金       ,20240624,     0.3328
1102   ,亞泥         ,20240625,    -2.7871
2498   ,宏達電       ,20240625,     0.1053
2882   ,國泰金       ,20240625,     0.3317
1102   ,亞泥         ,20240626,    -0.2294
2498   ,宏達電       ,20240626,    -1.9979
2882   ,國泰金       ,20240626,    -1.6529
1102   ,亞泥         ,20240627,     0.8046
2498   ,宏達電       ,20240627,    -1.3948
2882   ,國泰金       ,20240627,    -0.6723
1102   ,亞泥         ,20240628,     0.0000
2498   ,宏達電       ,20240628,     0.4353
2882   ,國泰金       ,20240628,    -0.1692
1102   ,亞泥         ,20240701,     0.7982
2498   ,宏達電       ,20240701,    -0.9751
2882   ,國泰金       ,20240701,     1.8644
1102   ,亞泥         ,20240702,    -0.3394
2498   ,宏達電       ,20240702,    -1.0941
2882   ,國泰金       ,20240702,     0.1721
1102   ,亞泥         ,20240703,     3.6322
2498   ,宏達電       ,20240703,     0.5531
2882   ,國泰金       ,20240703,     5.6701
1102   ,亞泥         ,20240704,     0.6572
2498   ,宏達電       ,20240704,     0.9901
2882   ,國泰金       ,20240704,    -1.3008
1102   ,亞泥         ,20240705,    -2.6115
2498   ,宏達電       ,20240705,     4.5752
2882   ,國泰金       ,20240705,     0.9885
1102   ,亞泥         ,20240708,    -0.1117
2498   ,宏達電       ,20240708,    -1.0417
2882   ,國泰金       ,20240708,     1.6313
1102   ,亞泥         ,20240709,    -0.3356
2498   ,宏達電       ,20240709,    -1.4737
2882   ,國泰金       ,20240709,    -0.3210
1102   ,亞泥         ,20240710,    -0.3367
2498   ,宏達電       ,20240710,     0.7479
2882   ,國泰金       ,20240710,     2.4155
1102   ,亞泥         ,20240711,     1.4640
2498   ,宏達電       ,20240711,    -0.9544
2882   ,國泰金       ,20240711,     2.9874
1102   ,亞泥         ,20240712,     1.4428
2498   ,宏達電       ,20240712,     0.4283
2882   ,國泰金       ,20240712,     0.3053
1102   ,亞泥         ,20240715,    -0.5470
2498   ,宏達電       ,20240715,    -2.3454
2882   ,國泰金       ,20240715,    -1.0654
1102   ,亞泥         ,20240716,    -1.4301
2498   ,宏達電       ,20240716,     1.4192
2882   ,國泰金       ,20240716,     0.6154
1102   ,亞泥         ,20240717,    -1.3393
2498   ,宏達電       ,20240717,    -0.7535
2882   ,國泰金       ,20240717,    -0.1529
1102   ,亞泥         ,20240718,    -0.7919
2498   ,宏達電       ,20240718,     0.1085
2882   ,國泰金       ,20240718,    -1.6845
1102   ,亞泥         ,20240719,    -1.9162
2498   ,宏達電       ,20240719,    -2.2752
2882   ,國泰金       ,20240719,    -2.4922
1102   ,亞泥         ,20240722,    -0.1221
2498   ,宏達電       ,20240722,    -2.6608
2882   ,國泰金       ,20240722,    -4.1534
1102   ,亞泥         ,20240723,     0.7335
2498   ,宏達電       ,20240723,     1.0251
2882   ,國泰金       ,20240723,     2.5000
1102   ,亞泥         ,20240726,    -0.3641
2498   ,宏達電       ,20240726,    -2.4803
