證券代碼,簡稱,年月日,報酬率％
2498   ,宏達電       ,20221104,     1.5180
2882   ,國泰金       ,20221104,     0.2574
1102   ,亞泥         ,20221107,     0.4005
2498   ,宏達電       ,20221107,    -1.8692
2882   ,國泰金       ,20221107,     1.5404
1102   ,亞泥         ,20221108,     0.9309
2498   ,宏達電       ,20221108,    -1.3333
2882   ,國泰金       ,20221108,     0.3793
1102   ,亞泥         ,20221109,     1.4493
2498   ,宏達電       ,20221109,     3.0888
2882   ,國泰金       ,20221109,     1.1335
1102   ,亞泥         ,20221110,     0.1299
2498   ,宏達電       ,20221110,    -1.3109
2882   ,國泰金       ,20221110,    -1.2453
1102   ,亞泥         ,20221111,     1.2970
2498   ,宏達電       ,20221111,    -0.5693
2882   ,國泰金       ,20221111,     5.6747
1102   ,亞泥         ,20221114,     3.9693
2498   ,宏達電       ,20221114,     3.6260
2882   ,國泰金       ,20221114,    -0.3580
1102   ,亞泥         ,20221115,     0.3695
2498   ,宏達電       ,20221115,     0.0000
2882   ,國泰金       ,20221115,     1.5569
1102   ,亞泥         ,20221116,    -0.6135
2498   ,宏達電       ,20221116,     0.3683
2882   ,國泰金       ,20221116,    -1.6509
1102   ,亞泥         ,20221117,     2.3457
2498   ,宏達電       ,20221117,     0.3670
2882   ,國泰金       ,20221117,    -0.3597
1102   ,亞泥         ,20221118,    -0.4825
2498   ,宏達電       ,20221118,    -2.3766
2882   ,國泰金       ,20221118,     0.8424
1102   ,亞泥         ,20221121,    -0.4848
2498   ,宏達電       ,20221121,    -1.1236
2882   ,國泰金       ,20221121,     0.4773
1102   ,亞泥         ,20221122,    -0.2436
2498   ,宏達電       ,20221122,     0.0000
2882   ,國泰金       ,20221122,     0.2375
1102   ,亞泥         ,20221123,    -0.4884
2498   ,宏達電       ,20221123,    -0.7576
2882   ,國泰金       ,20221123,     1.3033
1102   ,亞泥         ,20221124,     0.8589
2498   ,宏達電       ,20221124,     1.9084
2882   ,國泰金       ,20221124,    -0.4678
1102   ,亞泥         ,20221125,    -0.3650
2498   ,宏達電       ,20221125,    -1.3109
2882   ,國泰金       ,20221125,     0.0000
1102   ,亞泥         ,20221128,    -1.2210
2498   ,宏達電       ,20221128,    -2.2770
2882   ,國泰金       ,20221128,    -1.2926
1102   ,亞泥         ,20221129,     1.4833
2498   ,宏達電       ,20221129,     1.7476
2882   ,國泰金       ,20221129,     3.4524
1102   ,亞泥         ,20221130,     0.6090
2498   ,宏達電       ,20221130,     9.9237
2882   ,國泰金       ,20221130,     0.2301
1102   ,亞泥         ,20221201,    -1.2107
2498   ,宏達電       ,20221201,     0.3472
2882   ,國泰金       ,20221201,     1.3777
1102   ,亞泥         ,20221202,     0.1225
2498   ,宏達電       ,20221202,     2.2491
2882   ,國泰金       ,20221202,    -0.3398
1102   ,亞泥         ,20221205,     0.8568
2498   ,宏達電       ,20221205,     2.1997
2882   ,國泰金       ,20221205,    -1.0869
1102   ,亞泥         ,20221206,     0.1214
2498   ,宏達電       ,20221206,    -0.8278
2882   ,國泰金       ,20221206,    -3.3839
1102   ,亞泥         ,20221207,    -0.8485
2498   ,宏達電       ,20221207,    -3.1720
2882   ,國泰金       ,20221207,     0.0000
1102   ,亞泥         ,20221208,     0.2445
2498   ,宏達電       ,20221208,     3.2759
2882   ,國泰金       ,20221208,    -1.5700
1102   ,亞泥         ,20221209,     0.8537
2498   ,宏達電       ,20221209,    -0.8347
2882   ,國泰金       ,20221209,     0.8589
1102   ,亞泥         ,20221212,    -0.2418
2498   ,宏達電       ,20221212,    -0.8418
2882   ,國泰金       ,20221212,    -0.2433
1102   ,亞泥         ,20221213,    -0.2424
2498   ,宏達電       ,20221213,    -0.8489
2882   ,國泰金       ,20221213,    -0.1220
1102   ,亞泥         ,20221214,     0.1215
2498   ,宏達電       ,20221214,     0.0000
2882   ,國泰金       ,20221214,    -0.1221
1102   ,亞泥         ,20221215,    -0.6068
2498   ,宏達電       ,20221215,    -0.3425
2882   ,國泰金       ,20221215,    -0.7335
1102   ,亞泥         ,20221216,     2.3199
2498   ,宏達電       ,20221216,    -1.7182
2882   ,國泰金       ,20221216,    -0.9852
1102   ,亞泥         ,20221219,    -1.4320
2498   ,宏達電       ,20221219,    -1.3986
2882   ,國泰金       ,20221219,    -0.1244
1102   ,亞泥         ,20221220,    -0.9685
2498   ,宏達電       ,20221220,    -3.5461
2882   ,國泰金       ,20221220,     0.0000
1102   ,亞泥         ,20221221,    -0.8557
2498   ,宏達電       ,20221221,     2.5735
2882   ,國泰金       ,20221221,    -0.3736
1102   ,亞泥         ,20221222,     2.2195
2498   ,宏達電       ,20221222,    -0.7168
2882   ,國泰金       ,20221222,     1.0000
1102   ,亞泥         ,20221223,     0.2413
2498   ,宏達電       ,20221223,    -0.7220
2882   ,國泰金       ,20221223,     1.8564
1102   ,亞泥         ,20221226,    -0.1203
2498   ,宏達電       ,20221226,     1.2727
2882   ,國泰金       ,20221226,    -0.3645
1102   ,亞泥         ,20221227,     0.1205
2498   ,宏達電       ,20221227,     2.5135
2882   ,國泰金       ,20221227,     0.3659
1102   ,亞泥         ,20221228,    -0.9627
2498   ,宏達電       ,20221228,    -2.4518
2882   ,國泰金       ,20221228,    -1.2151
1102   ,亞泥         ,20221229,    -0.8505
2498   ,宏達電       ,20221229,     0.0000
2882   ,國泰金       ,20221229,    -1.3530
1102   ,亞泥         ,20221230,     0.4902
2498   ,宏達電       ,20221230,     0.0000
2882   ,國泰金       ,20221230,    -0.2494
1102   ,亞泥         ,20230103,    -0.9756
2498   ,宏達電       ,20230103,     4.3088
2882   ,國泰金       ,20230103,    -0.1250
1102   ,亞泥         ,20230104,     0.3695
2498   ,宏達電       ,20230104,     1.2048
2882   ,國泰金       ,20230104,     0.0000
1102   ,亞泥         ,20230105,     0.8589
2498   ,宏達電       ,20230105,    -0.1701
2882   ,國泰金       ,20230105,     0.7509
1102   ,亞泥         ,20230106,     0.6083
2498   ,宏達電       ,20230106,    -0.3407
2882   ,國泰金       ,20230106,     1.2422
1102   ,亞泥         ,20230109,     1.0883
2498   ,宏達電       ,20230109,     0.3419
2882   ,國泰金       ,20230109,     3.0675
1102   ,亞泥         ,20230110,     0.0000
2498   ,宏達電       ,20230110,     0.1704
2882   ,國泰金       ,20230110,    -0.7143
1102   ,亞泥         ,20230111,    -0.1196
2498   ,宏達電       ,20230111,     0.3401
2882   ,國泰金       ,20230111,    -0.7194
1102   ,亞泥         ,20230112,     0.4790
2498   ,宏達電       ,20230112,     0.8475
2882   ,國泰金       ,20230112,     0.7246
1102   ,亞泥         ,20230113,     0.4768
2498   ,宏達電       ,20230113,    -3.6975
2882   ,國泰金       ,20230113,     0.2398
1102   ,亞泥         ,20230116,     1.0676
2498   ,宏達電       ,20230116,    -0.1745
2882   ,國泰金       ,20230116,    -0.1196
1102   ,亞泥         ,20230117,     0.1174
2498   ,宏達電       ,20230117,     0.0000
2882   ,國泰金       ,20230117,     0.5988
1102   ,亞泥         ,20230130,     0.7034
2498   ,宏達電       ,20230130,     4.0210
2882   ,國泰金       ,20230130,     1.6667
1102   ,亞泥         ,20230131,    -1.8626
2498   ,宏達電       ,20230131,     2.1849
2882   ,國泰金       ,20230131,    -0.3513
1102   ,亞泥         ,20230201,     1.1862
2498   ,宏達電       ,20230201,     0.1645
2882   ,國泰金       ,20230201,     1.0576
1102   ,亞泥         ,20230202,    -0.4689
2498   ,宏達電       ,20230202,     9.8522
2882   ,國泰金       ,20230202,     2.4419
1102   ,亞泥         ,20230203,    -0.3534
2498   ,宏達電       ,20230203,    -2.6906
2882   ,國泰金       ,20230203,    -1.7026
1102   ,亞泥         ,20230206,    -0.7092
2498   ,宏達電       ,20230206,     5.5300
2882   ,國泰金       ,20230206,    -1.5012
1102   ,亞泥         ,20230207,     0.3571
2498   ,宏達電       ,20230207,    -3.7846
2882   ,國泰金       ,20230207,     0.3517
1102   ,亞泥         ,20230208,     0.3559
2498   ,宏達電       ,20230208,     0.3026
2882   ,國泰金       ,20230208,     0.1168
1102   ,亞泥         ,20230209,    -0.1182
2498   ,宏達電       ,20230209,     2.1116
2882   ,國泰金       ,20230209,    -0.5834
1102   ,亞泥         ,20230210,    -0.1183
2498   ,宏達電       ,20230210,    -3.2496
2882   ,國泰金       ,20230210,     0.1174
1102   ,亞泥         ,20230213,    -0.2370
2498   ,宏達電       ,20230213,    -0.4580
2882   ,國泰金       ,20230213,     0.5862
1102   ,亞泥         ,20230214,     0.3563
2498   ,宏達電       ,20230214,     0.4601
2882   ,國泰金       ,20230214,     1.6317
1102   ,亞泥         ,20230215,    -0.2367
2498   ,宏達電       ,20230215,    -1.5267
2882   ,國泰金       ,20230215,    -1.4908
1102   ,亞泥         ,20230216,     0.9490
2498   ,宏達電       ,20230216,     1.7054
2882   ,國泰金       ,20230216,     0.2328
1102   ,亞泥         ,20230217,     0.7051
2498   ,宏達電       ,20230217,     0.3049
2882   ,國泰金       ,20230217,     2.2067
1102   ,亞泥         ,20230220,     2.1004
2498   ,宏達電       ,20230220,     1.6717
2882   ,國泰金       ,20230220,     1.0227
1102   ,亞泥         ,20230221,     0.5714
2498   ,宏達電       ,20230221,    -0.2990
2882   ,國泰金       ,20230221,    -1.3498
1102   ,亞泥         ,20230222,     0.0000
2498   ,宏達電       ,20230222,    -3.1484
2882   ,國泰金       ,20230222,    -1.1403
1102   ,亞泥         ,20230223,     1.1364
2498   ,宏達電       ,20230223,     3.2508
2882   ,國泰金       ,20230223,    -0.1153
1102   ,亞泥         ,20230224,     0.5618
2498   ,宏達電       ,20230224,    -1.9490
2882   ,國泰金       ,20230224,     0.3464
1102   ,亞泥         ,20230301,    -1.4525
2498   ,宏達電       ,20230301,     1.0703
2882   ,國泰金       ,20230301,    -1.6110
1102   ,亞泥         ,20230302,     0.2268
2498   ,宏達電       ,20230302,    -1.9667
2882   ,國泰金       ,20230302,     0.5848
1102   ,亞泥         ,20230303,     0.3394
2498   ,宏達電       ,20230303,    -1.8519
2882   ,國泰金       ,20230303,    -0.2326
1102   ,亞泥         ,20230306,     0.3382
2498   ,宏達電       ,20230306,     1.8868
2882   ,國泰金       ,20230306,     1.6317
1102   ,亞泥         ,20230307,     0.1124
2498   ,宏達電       ,20230307,     0.1543
2882   ,國泰金       ,20230307,     0.3440
1102   ,亞泥         ,20230308,    -2.9181
2498   ,宏達電       ,20230308,    -2.3112
2882   ,國泰金       ,20230308,     0.0000
1102   ,亞泥         ,20230309,     0.0000
2498   ,宏達電       ,20230309,     1.5773
2882   ,國泰金       ,20230309,    -0.2286
1102   ,亞泥         ,20230310,    -0.9249
2498   ,宏達電       ,20230310,    -2.7950
2882   ,國泰金       ,20230310,    -2.1764
1102   ,亞泥         ,20230313,     0.0000
2498   ,宏達電       ,20230313,     0.0000
2882   ,國泰金       ,20230313,    -0.9368
1102   ,亞泥         ,20230314,    -0.5834
2498   ,宏達電       ,20230314,    -0.1597
2882   ,國泰金       ,20230314,    -1.7730
1102   ,亞泥         ,20230315,     0.8216
2498   ,宏達電       ,20230315,     0.8000
2882   ,國泰金       ,20230315,    -0.1203
1102   ,亞泥         ,20230316,     0.1164
2498   ,宏達電       ,20230316,    -3.0159
2882   ,國泰金       ,20230316,    -2.4096
1102   ,亞泥         ,20230317,    -0.8140
2498   ,宏達電       ,20230317,     1.8003
2882   ,國泰金       ,20230317,     1.2346
1102   ,亞泥         ,20230320,     0.1172
2498   ,宏達電       ,20230320,     1.6077
2882   ,國泰金       ,20230320,    -1.9512
1102   ,亞泥         ,20230321,     0.0000
2498   ,宏達電       ,20230321,    -0.7911
2882   ,國泰金       ,20230321,     1.3682
1102   ,亞泥         ,20230322,     0.4684
2498   ,宏達電       ,20230322,     0.9569
2882   ,國泰金       ,20230322,     1.4724
1102   ,亞泥         ,20230323,     0.2331
2498   ,宏達電       ,20230323,    -0.3160
2882   ,國泰金       ,20230323,     0.4837
1102   ,亞泥         ,20230324,     0.0000
2498   ,宏達電       ,20230324,    -0.1585
2882   ,國泰金       ,20230324,    -0.6017
1102   ,亞泥         ,20230327,    -0.2326
2498   ,宏達電       ,20230327,     0.9524
2882   ,國泰金       ,20230327,     0.1211
1102   ,亞泥         ,20230328,     0.4662
2498   ,宏達電       ,20230328,    -2.9874
2882   ,國泰金       ,20230328,     0.4837
1102   ,亞泥         ,20230329,     0.4640
2498   ,宏達電       ,20230329,    -0.1621
2882   ,國泰金       ,20230329,     0.7220
1102   ,亞泥         ,20230330,    -0.2309
2498   ,宏達電       ,20230330,     0.6494
2882   ,國泰金       ,20230330,    -0.5974
1102   ,亞泥         ,20230331,     0.2315
2498   ,宏達電       ,20230331,     0.9677
2882   ,國泰金       ,20230331,     0.4808
1102   ,亞泥         ,20230406,     0.2309
2498   ,宏達電       ,20230406,     1.5974
2882   ,國泰金       ,20230406,     0.4785
1102   ,亞泥         ,20230407,    -0.3456
2498   ,宏達電       ,20230407,     0.7862
2882   ,國泰金       ,20230407,     0.5952
1102   ,亞泥         ,20230410,     0.8092
2498   ,宏達電       ,20230410,     1.7161
2882   ,國泰金       ,20230410,     0.7101
1102   ,亞泥         ,20230411,     1.1468
2498   ,宏達電       ,20230411,    -1.3804
2882   ,國泰金       ,20230411,     0.2350
1102   ,亞泥         ,20230412,    -0.4535
2498   ,宏達電       ,20230412,     0.6221
2882   ,國泰金       ,20230412,     0.7034
1102   ,亞泥         ,20230413,    -0.4556
2498   ,宏達電       ,20230413,    -1.5456
2882   ,國泰金       ,20230413,    -0.8149
1102   ,亞泥         ,20230414,    -0.1144
2498   ,宏達電       ,20230414,     0.9419
2882   ,國泰金       ,20230414,     1.2911
1102   ,亞泥         ,20230417,     0.2291
2498   ,宏達電       ,20230417,     0.4666
2882   ,國泰金       ,20230417,     0.1159
1102   ,亞泥         ,20230418,    -0.3429
2498   ,宏達電       ,20230418,    -2.0124
2882   ,國泰金       ,20230418,    -0.2315
1102   ,亞泥         ,20230419,    -0.6881
2498   ,宏達電       ,20230419,    -2.5276
2882   ,國泰金       ,20230419,    -0.8121
1102   ,亞泥         ,20230420,     0.4619
2498   ,宏達電       ,20230420,    -3.4036
2882   ,國泰金       ,20230420,     0.4678
1102   ,亞泥         ,20230421,     0.6897
2498   ,宏達電       ,20230421,    -2.5168
2882   ,國泰金       ,20230421,    -0.5821
1102   ,亞泥         ,20230424,     0.2283
2498   ,宏達電       ,20230424,    -0.1721
2882   ,國泰金       ,20230424,    -0.1171
1102   ,亞泥         ,20230425,     0.1139
2498   ,宏達電       ,20230425,    -3.6207
2882   ,國泰金       ,20230425,    -0.1172
1102   ,亞泥         ,20230426,     0.0000
2498   ,宏達電       ,20230426,     1.0733
2882   ,國泰金       ,20230426,    -0.5869
1102   ,亞泥         ,20230427,    -0.3413
2498   ,宏達電       ,20230427,    -0.5310
2882   ,國泰金       ,20230427,    -0.2361
1102   ,亞泥         ,20230428,     0.3425
2498   ,宏達電       ,20230428,     0.8897
2882   ,國泰金       ,20230428,     0.4734
1102   ,亞泥         ,20230502,     0.6826
2498   ,宏達電       ,20230502,     1.4109
2882   ,國泰金       ,20230502,     0.1178
1102   ,亞泥         ,20230503,    -0.2260
2498   ,宏達電       ,20230503,    -1.7391
2882   ,國泰金       ,20230503,    -0.2353
1102   ,亞泥         ,20230504,     0.4530
2498   ,宏達電       ,20230504,     0.5310
2882   ,國泰金       ,20230504,     0.2358
1102   ,亞泥         ,20230505,    -0.2255
2498   ,宏達電       ,20230505,     0.8803
2882   ,國泰金       ,20230505,     0.3529
1102   ,亞泥         ,20230508,     0.5650
2498   ,宏達電       ,20230508,     0.1745
2882   ,國泰金       ,20230508,     0.9379
1102   ,亞泥         ,20230509,    -0.1124
2498   ,宏達電       ,20230509,    -1.0453
2882   ,國泰金       ,20230509,     1.0453
1102   ,亞泥         ,20230510,    -0.6749
2498   ,宏達電       ,20230510,     1.2324
2882   ,國泰金       ,20230510,    -1.0345
1102   ,亞泥         ,20230511,    -0.6795
2498   ,宏達電       ,20230511,    -2.6087
2882   ,國泰金       ,20230511,     1.5099
1102   ,亞泥         ,20230512,     0.2281
2498   ,宏達電       ,20230512,     2.1429
2882   ,國泰金       ,20230512,    -2.4027
1102   ,亞泥         ,20230515,     0.6826
2498   ,宏達電       ,20230515,    -1.0490
2882   ,國泰金       ,20230515,     1.6413
1102   ,亞泥         ,20230516,     0.2260
2498   ,宏達電       ,20230516,     1.7668
2882   ,國泰金       ,20230516,     0.5767
1102   ,亞泥         ,20230517,     0.0000
2498   ,宏達電       ,20230517,     1.3889
2882   ,國泰金       ,20230517,     0.8028
1102   ,亞泥         ,20230518,    -0.1127
2498   ,宏達電       ,20230518,     0.8562
2882   ,國泰金       ,20230518,     1.0239
1102   ,亞泥         ,20230519,     0.4515
2498   ,宏達電       ,20230519,     0.1698
2882   ,國泰金       ,20230519,     1.6892
1102   ,亞泥         ,20230522,     0.0000
2498   ,宏達電       ,20230522,     2.2034
2882   ,國泰金       ,20230522,     0.0000
1102   ,亞泥         ,20230523,     0.3371
2498   ,宏達電       ,20230523,    -0.3317
2882   ,國泰金       ,20230523,    -0.7752
1102   ,亞泥         ,20230524,    -0.6719
2498   ,宏達電       ,20230524,    -0.8319
2882   ,國泰金       ,20230524,     0.0000
1102   ,亞泥         ,20230525,    -0.7892
2498   ,宏達電       ,20230525,    -0.3356
2882   ,國泰金       ,20230525,    -1.6741
1102   ,亞泥         ,20230526,    -0.2273
2498   ,宏達電       ,20230526,    -1.6835
2882   ,國泰金       ,20230526,    -0.3405
1102   ,亞泥         ,20230529,    -0.1139
2498   ,宏達電       ,20230529,     5.3082
2882   ,國泰金       ,20230529,     1.9362
1102   ,亞泥         ,20230530,     0.4561
2498   ,宏達電       ,20230530,     0.4878
2882   ,國泰金       ,20230530,    -0.5587
1102   ,亞泥         ,20230531,    -0.2270
2498   ,宏達電       ,20230531,     0.0000
2882   ,國泰金       ,20230531,    -0.4494
1102   ,亞泥         ,20230601,     0.2275
2498   ,宏達電       ,20230601,     0.9709
2882   ,國泰金       ,20230601,    -0.6772
1102   ,亞泥         ,20230602,     0.4540
2498   ,宏達電       ,20230602,     0.8013
2882   ,國泰金       ,20230602,     1.0227
1102   ,亞泥         ,20230605,     0.6780
2498   ,宏達電       ,20230605,     1.1129
2882   ,國泰金       ,20230605,     1.7998
1102   ,亞泥         ,20230606,     0.1122
2498   ,宏達電       ,20230606,    -4.0881
2882   ,國泰金       ,20230606,     0.0000
1102   ,亞泥         ,20230607,    -0.4484
2498   ,宏達電       ,20230607,     1.6393
2882   ,國泰金       ,20230607,     0.3315
1102   ,亞泥         ,20230608,     0.5631
2498   ,宏達電       ,20230608,    -2.5806
2882   ,國泰金       ,20230608,    -1.7621
1102   ,亞泥         ,20230609,    -0.1120
2498   ,宏達電       ,20230609,     0.0000
2882   ,國泰金       ,20230609,     0.0000
1102   ,亞泥         ,20230612,    -0.5605
2498   ,宏達電       ,20230612,    -0.3311
2882   ,國泰金       ,20230612,    -1.2332
1102   ,亞泥         ,20230613,    -0.7892
2498   ,宏達電       ,20230613,     1.3289
2882   ,國泰金       ,20230613,     0.1135
1102   ,亞泥         ,20230614,     0.0000
2498   ,宏達電       ,20230614,    -1.3115
2882   ,國泰金       ,20230614,     1.1338
1102   ,亞泥         ,20230615,    -0.2273
2498   ,宏達電       ,20230615,     0.0000
2882   ,國泰金       ,20230615,    -0.5605
1102   ,亞泥         ,20230616,     0.1139
2498   ,宏達電       ,20230616,     0.4983
2882   ,國泰金       ,20230616,    -1.0147
1102   ,亞泥         ,20230619,     0.2275
2498   ,宏達電       ,20230619,    -2.6446
2882   ,國泰金       ,20230619,     0.0000
1102   ,亞泥         ,20230620,     0.1135
2498   ,宏達電       ,20230620,    -0.3396
2882   ,國泰金       ,20230620,     1.0251
1102   ,亞泥         ,20230621,     0.2268
2498   ,宏達電       ,20230621,     0.0000
2882   ,國泰金       ,20230621,     0.1127
1102   ,亞泥         ,20230626,     0.9050
2498   ,宏達電       ,20230626,    -2.2147
2882   ,國泰金       ,20230626,    -0.7883
1102   ,亞泥         ,20230627,    -0.6726
2498   ,宏達電       ,20230627,    -1.7422
2882   ,國泰金       ,20230627,     0.2270
1102   ,亞泥         ,20230628,     0.6772
2498   ,宏達電       ,20230628,     0.0000
2882   ,國泰金       ,20230628,     0.9060
1102   ,亞泥         ,20230629,     0.1121
2498   ,宏達電       ,20230629,     1.0638
2882   ,國泰金       ,20230629,    -0.5727
1102   ,亞泥         ,20230630,    -0.5599
2498   ,宏達電       ,20230630,     0.1754
2882   ,國泰金       ,20230630,    -0.5760
1102   ,亞泥         ,20230703,     0.4505
2498   ,宏達電       ,20230703,     0.0000
2882   ,國泰金       ,20230703,     0.3476
1102   ,亞泥         ,20230704,     0.0000
2498   ,宏達電       ,20230704,     0.1751
2882   ,國泰金       ,20230704,    -0.5774
1102   ,亞泥         ,20230705,     0.2242
2498   ,宏達電       ,20230705,    -0.6993
2882   ,國泰金       ,20230705,     0.3484
1102   ,亞泥         ,20230706,    -1.3423
2498   ,宏達電       ,20230706,     0.0000
2882   ,國泰金       ,20230706,    -1.6204
1102   ,亞泥         ,20230707,    -0.3401
2498   ,宏達電       ,20230707,    -1.5845
2882   ,國泰金       ,20230707,    -0.5882
1102   ,亞泥         ,20230710,    -0.2275
2498   ,宏達電       ,20230710,    -1.0733
2882   ,國泰金       ,20230710,     0.9467
1102   ,亞泥         ,20230711,     0.1140
2498   ,宏達電       ,20230711,     4.8825
2882   ,國泰金       ,20230711,     2.2274
1102   ,亞泥         ,20230712,     0.1139
2498   ,宏達電       ,20230712,    -0.5172
2882   ,國泰金       ,20230712,     0.9174
1102   ,亞泥         ,20230713,    -0.3413
2498   ,宏達電       ,20230713,     1.2132
2882   ,國泰金       ,20230713,    -0.9091
1102   ,亞泥         ,20230714,     0.2283
2498   ,宏達電       ,20230714,     0.6849
2882   ,國泰金       ,20230714,     1.1468
1102   ,亞泥         ,20230717,     0.0000
2498   ,宏達電       ,20230717,    -0.5102
2882   ,國泰金       ,20230717,     2.0408
1102   ,亞泥         ,20230718,    -0.2278
2498   ,宏達電       ,20230718,    -3.0769
2882   ,國泰金       ,20230718,     0.1111
1102   ,亞泥         ,20230719,     2.2831
2498   ,宏達電       ,20230719,    -1.9400
2882   ,國泰金       ,20230719,    -1.2209
1102   ,亞泥         ,20230720,    -4.4652
2498   ,宏達電       ,20230720,     2.5180
2882   ,國泰金       ,20230720,     0.5618
1102   ,亞泥         ,20230721,    -3.3333
2498   ,宏達電       ,20230721,     1.4035
2882   ,國泰金       ,20230721,    -0.7821
1102   ,亞泥         ,20230724,    -2.4266
2498   ,宏達電       ,20230724,    -2.5952
2882   ,國泰金       ,20230724,    -0.4505
1102   ,亞泥         ,20230725,     2.0942
2498   ,宏達電       ,20230725,    -1.0657
2882   ,國泰金       ,20230725,     0.7919
1102   ,亞泥         ,20230726,     2.8205
2498   ,宏達電       ,20230726,    -0.3591
2882   ,國泰金       ,20230726,     1.7957
1102   ,亞泥         ,20230727,    -0.2494
2498   ,宏達電       ,20230727,     3.0631
2882   ,國泰金       ,20230727,     1.4333
1102   ,亞泥         ,20230728,     0.2500
2498   ,宏達電       ,20230728,    -2.0979
2882   ,國泰金       ,20230728,    -0.5435
1102   ,亞泥         ,20230731,     0.4988
2498   ,宏達電       ,20230731,    -0.3571
2882   ,國泰金       ,20230731,     0.0000
1102   ,亞泥         ,20230801,    -0.7444
2498   ,宏達電       ,20230801,    -0.3584
2882   ,國泰金       ,20230801,     3.2787
1102   ,亞泥         ,20230802,    -0.6250
2498   ,宏達電       ,20230802,    -5.5755
2882   ,國泰金       ,20230802,    -2.2222
1102   ,亞泥         ,20230804,     2.0126
2498   ,宏達電       ,20230804,    -2.6667
2882   ,國泰金       ,20230804,     0.2165
1102   ,亞泥         ,20230807,     0.0000
2498   ,宏達電       ,20230807,     2.3483
2882   ,國泰金       ,20230807,     0.3240
1102   ,亞泥         ,20230808,    -0.6165
2498   ,宏達電       ,20230808,    -0.7648
2882   ,國泰金       ,20230808,     1.2917
1102   ,亞泥         ,20230809,    -0.2481
2498   ,宏達電       ,20230809,     0.0000
2882   ,國泰金       ,20230809,    -1.2752
1102   ,亞泥         ,20230810,    -0.4975
2498   ,宏達電       ,20230810,    -2.6975
2882   ,國泰金       ,20230810,     0.3229
1102   ,亞泥         ,20230811,     0.0000
2498   ,宏達電       ,20230811,    -0.7921
2882   ,國泰金       ,20230811,    -0.3219
1102   ,亞泥         ,20230814,     1.1250
2498   ,宏達電       ,20230814,    -1.9960
2882   ,國泰金       ,20230814,    -2.2605
1102   ,亞泥         ,20230815,    -1.6069
2498   ,宏達電       ,20230815,     1.8330
2882   ,國泰金       ,20230815,     0.0000
1102   ,亞泥         ,20230816,    -1.3819
2498   ,宏達電       ,20230816,     0.8000
2882   ,國泰金       ,20230816,    -0.6608
1102   ,亞泥         ,20230817,     0.1274
2498   ,宏達電       ,20230817,     1.1905
2882   ,國泰金       ,20230817,     0.4435
1102   ,亞泥         ,20230818,    -0.5089
2498   ,宏達電       ,20230818,    -0.5882
2882   ,國泰金       ,20230818,    -0.2208
1102   ,亞泥         ,20230821,     1.5345
2498   ,宏達電       ,20230821,     0.9862
2882   ,國泰金       ,20230821,     0.4425
1102   ,亞泥         ,20230822,    -0.5038
2498   ,宏達電       ,20230822,    -0.9766
2882   ,國泰金       ,20230822,    -0.8811
1102   ,亞泥         ,20230823,     0.7595
2498   ,宏達電       ,20230823,     1.5779
2882   ,國泰金       ,20230823,    -0.6667
1102   ,亞泥         ,20230824,     0.1256
2498   ,宏達電       ,20230824,    -0.7767
2882   ,國泰金       ,20230824,    -0.1119
1102   ,亞泥         ,20230825,    -0.6274
2498   ,宏達電       ,20230825,     0.0000
2882   ,國泰金       ,20230825,    -0.3359
1102   ,亞泥         ,20230828,     1.0101
2498   ,宏達電       ,20230828,    -1.3699
2882   ,國泰金       ,20230828,     2.0225
1102   ,亞泥         ,20230829,     0.2500
2498   ,宏達電       ,20230829,     2.7778
2882   ,國泰金       ,20230829,     1.4317
1102   ,亞泥         ,20230830,     0.2494
2498   ,宏達電       ,20230830,     1.3514
2882   ,國泰金       ,20230830,     0.1086
1102   ,亞泥         ,20230831,    -0.7463
2498   ,宏達電       ,20230831,     0.5714
2882   ,國泰金       ,20230831,    -1.0846
1102   ,亞泥         ,20230901,     1.0025
2498   ,宏達電       ,20230901,    -1.3258
2882   ,國泰金       ,20230901,     2.1930
1102   ,亞泥         ,20230904,     0.2481
2498   ,宏達電       ,20230904,     1.1516
2882   ,國泰金       ,20230904,     0.1073
1102   ,亞泥         ,20230905,    -0.1238
2498   ,宏達電       ,20230905,     0.5693
2882   ,國泰金       ,20230905,    -0.4287
1102   ,亞泥         ,20230906,    -0.9913
2498   ,宏達電       ,20230906,    -2.2642
2882   ,國泰金       ,20230906,    -1.3994
1102   ,亞泥         ,20230907,    -0.8761
2498   ,宏達電       ,20230907,    -1.5444
2882   ,國泰金       ,20230907,    -0.2183
1102   ,亞泥         ,20230908,    -0.1263
2498   ,宏達電       ,20230908,    -1.7647
2882   ,國泰金       ,20230908,     1.3129
1102   ,亞泥         ,20230911,     0.5057
2498   ,宏達電       ,20230911,    -1.5968
2882   ,國泰金       ,20230911,     0.5400
1102   ,亞泥         ,20230912,     0.5031
2498   ,宏達電       ,20230912,     1.0142
2882   ,國泰金       ,20230912,     0.2148
1102   ,亞泥         ,20230913,     0.1252
2498   ,宏達電       ,20230913,    -0.6024
2882   ,國泰金       ,20230913,     0.2144
1102   ,亞泥         ,20230914,     0.6250
2498   ,宏達電       ,20230914,     2.8283
2882   ,國泰金       ,20230914,     0.3209
1102   ,亞泥         ,20230915,     0.4969
2498   ,宏達電       ,20230915,    -0.9823
